,Paper Title,Author,Affiliation,Conference,Year,Link to Paper,Link for Code,Available,ReadMe,RepoGoal,TrainedModel,Out-of-box,Runs,Output,Data_Available,Train/test,Reason,Model Used,Hyperparameters,Training Described
223,Revolver: An Automated Approach to the Detection of Evasive Web-based Malware,Alexandros Kapravelos and Yan Shoshitaishvili and Marco Cova and Christopher Kruegel and Giovanni Vigna,0.0,Usenix,2013,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/presentation/kapravelos,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,-1.0,"Dimensinoality Reduction, Clsutering Algorithms",0.0,0.0
224,Mantis: Automatic Performance Prediction for Smartphone Applications,"Yongin Kwon, Sangmin Lee, Hayoon Yi, Donghyun Kwon, Seungjun Yang, Byung-Gon Chun, Ling Huang, Petros Maniatis, Mayur Naik, Yunheung Paek",1.0,Usenix,2013,https://www.usenix.org/conference/atc13/technical-sessions/presentation/kwon,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,-1.0,SPORE-FoBa,0.0,1.0
225,Presto: Distributed Machine Learning and Graph Processing with Sparse Matrices,"Shivaram Venkataraman, Erik Bodzsar, Indrajit Roy, Alvin AuYoung, Robert S. Schreiber",2.0,CCS,2013,https://dl.acm.org/doi/abs/10.1145/2465351.2465371,,0,-1,-1,-1,-1,-1,-1,4.0,-1.0,-1.0,"PageRank, Alternating Least Squares",0.0,0.0
226,Delta: Automatic Identification of Unknown Web-based Infection Campaigns,"Kevin Borgolte, Christopher Kruegel, Giovanni Vigna",0.0,CCS,2013,https://dl.acm.org/doi/10.1145/2508859.2516725,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,-1.0,Fuzzy Decision Tree,0.0,2.0
227,Unobservable Re-authentication for Smartphones,"Lingjun Li, Xinxin Zhao, and Guoliang Xue",0.0,NDSS,2013,https://www.ndss-symposium.org/wp-content/uploads/2017/09/02_1_0.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,-1.0,SVM,0.0,2.0
228,Detection of Malicious PDF Files Based on Hierarchical Document Structure,Nedim Srndic and Pavel Laskov,0.0,NDSS,2013,https://www.ndss-symposium.org/wp-content/uploads/2017/09/12_3_0.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,-1.0,"Decision Tree, SVM",0.0,2.0
229,Automated Analysis of Privacy Requirements for Mobile Apps,"Sebastian Zimmeck, Ziqi Wang, Lieyong Zou, Roger Iyengar, Bin Liu, Florian Schaub, Shomir Wilson, Norman Sadeh, Steven M. Bellovin and Joel Reidenberg",0.0,NDSS,2017,https://usableprivacy.org/files/news/NDSS17.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,-1.0,"SVM, Linear Regression",0.0,2.0
230,"Dark Hazard: Learning-based, Large-Scale Discovery of Hidden Sensitive Operations in Android Apps","Xiaorui Pan, Xueqiang Wang, Yue Duan, XiaoFeng Wang, Heng Yin",0.0,NDSS,2017,https://www.ndss-symposium.org/ndss2017/ndss-2017-programme/dark-hazard-learning-based-large-scale-discovery-hidden-sensitive-operations-android-apps/,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,-1.0,SVM,0.0,2.0
231,A Broad View of the Ecosystem of Socially Engineered Exploit Documents,"Stevens Le Blond, Cedric Gilbert, Utkarsh Upadhyay, Manuel Gomez Rodriguez, David Choffnes",0.0,NDSS,2017,https://david.choffnes.com/pubs/LeBlond-NDSS17.pdf,,0,-1,-1,-1,-1,-1,-1,3.0,0.0,0.0,Semi Supervised Learning,0.0,0.0
232,6thSense: A Context-aware Sensor-based Attack Detector for Smart Devices,"Amit Kumar Sikder, Hidayet Aksu, and A. Selcuk Uluagac",0.0,Usenix,2017,https://www.usenix.org/conference/usenixsecurity17/technical-sessions/presentation/sikder,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,-1.0,Multilayer Perceptron,0.0,2.0
233,Transcend: Detecting Concept Drift in  Malware Classification Models,"Roberto Jordaney, Kumar Sharad, Santanu K. Dash, Zhi Wang, Davide Papini, Ilia Nouretdinov, and Lorenzo Cavallaro",0.0,Usenix,2017,https://www.usenix.org/conference/usenixsecurity17/technical-sessions/presentation/jordaney,,0,-1,-1,-1,-1,-1,-1,4.0,0.0,-1.0,SVM,0.0,2.0
234,Predicting the Resilience of Obfuscated Code Against Symbolic Execution Attacks  via Machine Learning,"Sebastian Banescu, Technische, Christian Collberg, Alexander Pretschner",0.0,Usenix,2017,https://www.usenix.org/conference/usenixsecurity17/technical-sessions/presentation/banescu,https://github.com/tum-i22/obfuscation-benchmarks/,1,2,0,0,1,1,1,1.0,1.0,-1.0,Regression Model + Feature Selection Algorithm. NN (Nesterov Accelerated Gradient for learning),0.0,0.0
235,Machine Learning Models that Remember Too Much,"Congzheng Song, Thomas Ristenpart, Vitaly Shmatikov",0.0,CCS,2017,https://acmccs.github.io/papers/p587-songA.pdf,https://github.com/csong27/ml-model-remember,3,2,1,0,0,0,0,1.0,1.0,-1.0,"CNN, RES, BOW",2.0,2.0
236,Don’t Let One Rotten Apple Spoil the Whole Barrel: Towards Automated Detection of Shadowed Domains,"Daiping Liu, Zhou Li, Kun Du, Haining Wang, Baojun Liu, Haixin Duan",0.0,CCS,2017,https://acmccs.github.io/papers/p537-liuA.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,"RandomForest, SVM, Gaussian Naive Bayes, L2-regularized Logistic Regression, and Neutral Network",0.0,2.0
237,MagNet: a Two-Pronged Defense against Adversarial Examples,"Dongyu Meng, Hao Chen",0.0,CCS,2017,https://acmccs.github.io/papers/p135-mengA.pdf,https://github.com/Trevillie/MagNet,3,1,0,1,1,1,1,1.0,0.0,-1.0,NN,2.0,2.0
238,Practical Secure Aggregation for Privacy-Preserving Machine Learning,"Keith Bonawitz, Vladimir Ivanov, Ben Kreuter, Antonio Marcedone, H. Brendan McMahan, Sarvar Patel, Daniel Ramage, Aaron Segal, Karn Seth",2.0,CCS,2017,https://acmccs.github.io/papers/p1175-bonawitzA.pdf,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,,0.0,2.0
239,Use Privacy in Data-Driven Systems: Theory and Experiments with Machine Learnt Programs,"Anupam Datta, Matthew Fredrikson, Gihyuk Ko, Piotr Mardziel, Shayak Sen",0.0,CCS,2017,https://acmccs.github.io/papers/p1193-dattaA.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,-1.0,-1.0,"linear models, decision trees, random forests, and rule lists",0.0,2.0
240,Automated Crowdturfing Attacks and Defenses in Online Review Systems,"Yuanshun Yao, Bimal Viswanath, Jenna Cryan, Haitao Zheng, Ben Y. Zhao",0.0,CCS,2017,https://acmccs.github.io/papers/p1143-yaoA.pdf,,0,-1,-1,-1,-1,-1,1,4.0,1.0,-1.0,RNNs,2.0,2.0
241,Membership Inference Attacks against Machine Learning Models,"Reza Shokri, Marco Stronati, Congzheng Song, Vitaly Shmatikov",1.0,S&P,2017,https://www.ieee-security.org/TC/SP2017/papers/313.pdf,,8,-1,-1,-1,-1,-1,-1,8.0,-1.0,-1.0,"NN, CNN",2.0,2.0
242,SecureML: A System for Scalable Privacy-Preserving Machine Learning,Payman Mohassel and Yupeng Zhang,2.0,S&P,2017,https://www.ieee-security.org/TC/SP2017/papers/466.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,"linear regression, logistic regression and neural network training using the stochastic gradient descent method",2.0,2.0
243,SmarPer: Context-Aware and Automatic Runtime-Permissions for Mobile Devices,"Katarzyna Olejnik, Italo Dacosta, Joana Soares Machado, Kevin Huguenin, Mohammad Emtiyaz Khan, Jean-Pierre Hubaux",1.0,S&P,2017,https://www.ieee-security.org/TC/SP2017/papers/106.pdf,"https://spism.epfl.ch/smarper/,Lastvisited:March2017.",8,-1,-1,-1,-1,-1,-1,4.0,-1.0,-1.0,SVM,0.0,2.0
244,Towards Evaluating the Robustness of Neural Networks,"Nicholas Carlini, David Wagner",0.0,S&P,2017,https://www.ieee-security.org/TC/SP2017/papers/518.pdf,https://github.com/carlini/nn_robust_attacks,3,2,0,1,1,1,1,1.0,4.0,-1.0,NN,1.0,2.0
245,Neural Nets Can Learn Function Type Signatures From Binaries,"Zheng Leong Chua, Shiqi Shen, Prateek Saxena, and Zhenkai Liang",0.0,Usenix,2017,https://www.usenix.org/conference/usenixsecurity17/technical-sessions/presentation/chua,https://github.com/shensq04/EKLAVYA,1,2,0,0,1,1,1,1.0,1.0,-1.0,NN,2.0,2.0
246,Beauty and the Burst: Remote Identification of Encrypted Video Streams,"Roei Schuster, Vitaly Shmatikov, Eran Tromer",0.0,Usenix,2017,https://www.usenix.org/conference/usenixsecurity17/technical-sessions/presentation/schuster,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,CNN,2.0,2.0
247,Detecting Bulletproof Hosting on Legitimate Service Provider Networks,"Sumayah Alrwais, Xiaojing Liao, Xianghang Mi, Peng Wang, XiaoFeng Wang, Feng Qian, Raheem Beyah, Damon McCoy",0.0,S&P,2017,https://www.ieee-security.org/TC/SP2017/papers/166.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,"SVM, RF",0.0,2.0
248,Neural Network-based Graph Embedding for Cross-Platform Binary Code Similarity Detection,"Xiaojun Xu, Chang Liu, Qian Feng, Heng Yin, Le Song, Dawn Song",1.0,CCS,2017,https://acmccs.github.io/papers/p363-xuAemb.pdf,,5,-1,-1,-1,0,2,1,0.0,0.0,0.0,DNN,2.0,2.0
249,DeepLog: Anomaly Detection and Diagnosis from System Logs through Deep Learning,"Min Du, Feifei Li, Guineng Zheng, Vivek Srikumar",0.0,CCS,2017,https://acmccs.github.io/papers/p1285-duA.pdf,,5,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,RNN,2.0,2.0
250,MaMaDroid: Detecting Android Malware by Building Markov Chains of Behavioral Models,"Enrico Mariconti, Lucky Onwuzurike, Panagiotis Andriotis, Emiliano De Cristofaro, Gordon Ross, Gianluca Stringhini",0.0,CCS,2017,https://dl.acm.org/doi/10.1145/3313391,https://bitbucket.org/gianluca_students/mamadroid_code/src/master/,3,1,2,0,0,0,0,0.0,0.0,0.0,"1-NN, 3-NN, SVM",0.0,2.0
251,Enhanced Membership Inference Attacks against Machine Learning Models,"Hao Zhou, Xiapu Luo, Haoyu Wang, Haipeng Cai",1.0,CCS,2022,https://dl.acm.org/doi/abs/10.1145/3548606.3560675,https://github.com/privacytrustlab/ml_privacy_meter/tree/295e7e37e889e12df4083b812f71ed2e2ddd8b4a/research/2022_enhanced_mia,1,2,0,0,0,0,0,4.0,1.0,-1.0,LiRa attack on unnamed ML models,1.0,2.0
252,Truth Serum: Poisoning Machine Learning Models to Reveal Their Secrets,"Florian Tramer, Reza Shokri, Ayrton San Joaquin, Hoang Le, Matthew Jagielski, Sanghyun Hong, Nicholas Carlini",1.0,CCS,2022,https://dl.acm.org/doi/10.1145/3548606.3560554,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,NN,1.0,2.0
253,Group Property Inference Attacks Against Graph Neural Networks,"Xiuling Wang, Wendy Hui Wang",0.0,CCS,2022,https://dl.acm.org/doi/abs/10.1145/3548606.3560662,https://anonymous.4open.science/r/PIA-CE14/,8,-1,-1,-1,-1,-1,-1,0.0,-1.0,-1.0,GNN,2.0,2.0
254,LoneNeuron: A Highly-Effective Feature-Domain Neural Trojan Using Invisible and Polymorphic Watermarks,"Zeyan Liu, Fengjun Li, Zhu Li, Bo Luo",0.0,CCS,2022,https://dl.acm.org/doi/abs/10.1145/3548606.3560678,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,DNN,2.0,2.0
255,Order-Disorder: Imitation Adversarial Attacks for Black-box Neural Ranking Models,"Jiawei Liu, Kaisong Song, Yangyang Kang, Changlong Sun, Wei Lu, Xiaozhong Liu, Di Tang, Xiaofeng Wang",1.0,CCS,2022,https://dl.acm.org/doi/abs/10.1145/3548606.3560683,https://github.com/LauJames/PAT,1,2,0,1,0,0,1,7.0,1.0,-1.0,NN,1.0,2.0
256,Private and Reliable Neural Network Inference,"Nikola Jovanović, Marc Fischer, Samuel Steffen, Martin Vechev",0.0,CCS,2022,https://dl.acm.org/doi/10.1145/3548606.3560709,https://github.com/eth-sri/phoenix,1,2,0,0,0,0,0,7.0,1.0,-1.0,NN,2.0,2.0
257,AI/ML for Network Security: The Emperor has no Clothes,"Arthur S. Jacobs, Roman Beltiukov, Walter Willinger, Ronaldo A. Ferreira, Arpit Gupta, Lisandro Z. Granville",1.0,CCS,2022,https://dl.acm.org/doi/10.1145/3548606.3560609,https://github.com/TrusteeML/trustee,1,2,0,1,1,1,1,7.0,1.0,-1.0,Decision Tree,0.0,2.0
258,QuerySnout: Automating the Discovery of Attribute Inference Attacks against Query-Based Systems,"Ana-Maria Crețu, Florimond Houssiau, Antoine Cully, Yves-Alexandre de Montjoye",0.0,CCS,2022,https://dl.acm.org/doi/abs/10.1145/3548606.3560581,https://github.com/computationalprivacy/querysnout,1,2,0,0,0,0,1,1.0,1.0,-1.0,Logistic Regression,1.0,2.0
259,Detecting and Measuring Misconfigured Manifests in Android Apps,"Yuqing Yang, Mohamed Elsabagh, Chaoshun Zuo, Ryan Johnson, Angelos Stavrou, Zhiqiang Lin",2.0,CCS,2022,https://dl.acm.org/doi/abs/10.1145/3548606.3560607,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,NLP,0.0,0.0
260,Graph Unlearning,"Min Chen, Zhikun Zhang, Tianhao Wang, Michael Backes, Mathias Humbert, Yang Zhang",0.0,CCS,2022,https://dl.acm.org/doi/10.1145/3548606.3559352,https://github.com/MinChen00/Graph-Unlearning,1,1,0,0,1,2,0,1.0,0.0,-1.0,GNN,1.0,2.0
261,LPGNet: Link Private Graph Networks for Node Classification,"Aashish Kolluri, Teodora Baluta, Bryan Hooi, Prateek Saxena",0.0,CCS,2022,https://dl.acm.org/doi/abs/10.1145/3548606.3560705,https://github.com/aashishkolluri/lpgnet-prototype,1,2,0,1,1,0,1,7.0,1.0,-1.0,New novel architecture: LPGNet,2.0,2.0
262,Membership Inference Attacks by Exploiting Loss Trajectory,"Yiyong Liu, Zhengyu Zhao, Michael Backes, Yang Zhang",0.0,CCS,2022,https://dl.acm.org/doi/10.1145/3548606.3560684,https://github.com/DennisLiu2022/Membership-Inference-Attacks-by-Exploiting-Loss-Trajectory,1,2,0,0,0,1,1,7.0,1.0,-1.0,NN,2.0,2.0
263,Membership Inference Attacks and Generalization: A Causal Perspective,"Teodora Baluta, Shiqi Shen, S. Hitarth, Shruti Tople, Prateek Saxena",1.0,CCS,2022,https://dl.acm.org/doi/10.1145/3548606.3560694,https://github.com/teobaluta/etio,1,2,0,1,1,1,1,7.0,1.0,-1.0,NN,2.0,2.0
264,Post-breach Recovery: Protection against White-box Adversarial Examples for Leaked DNN Models,"Shawn Shan, Wenxin Ding, Emily Wenger, Haitao Zheng, Ben Y. Zhao",0.0,CCS,2022,https://dl.acm.org/doi/abs/10.1145/3548606.3560561,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,DNN,0.0,2.0
265,Understanding Real-world Threats to Deep Learning Models in Android Apps,"Zizhuang Deng, Kai Chen, Guozhu Meng, Xiaodong Zhang, Ke Xu, Yao Cheng",1.0,CCS,2022,https://dl.acm.org/doi/abs/10.1145/3548606.3559388,https://github.com/Advdroid/advdroid-pro,0,-1,-1,-1,-1,-1,-1,1.0,1.0,-1.0,DNN,1.0,2.0
266,pMPL: A Robust Multi-Party Learning Framework with a Privileged Party,"Lushan Song, Jiaxuan Wang, Zhexuan Wang, Xinyu Tu, Guopeng Lin, Wenqiang Ruan, Haoqi Wu, Weili Han",0.0,CCS,2022,https://dl.acm.org/doi/abs/10.1145/3548606.3560697,https://github.com/FudanMPL/pMPL,1,1,0,0,0,3,0,7.0,4.0,-1.0,"Linear regression, logistic regression, NN",2.0,2.0
267,LINKTELLER: Recovering Private Edges from Graph Neural Networks via Influence Analysis,"Fan Wu, Yunhui Long, Ce Zhang, Bo Li",0.0,S&P,2022,https://arxiv.org/pdf/2108.06504,https://github.com/AI-secure/LinkTeller,1,2,1,0,-1,-1,-1,2.0,0.0,-1.0,GNN,2.0,2.0
268,Model Orthogonalization: Class Distance Hardening in Neural Networks for Better Security,"Guanhong Tao, Yingqi Liu, Guangyu Shen, Qiuling Xu, Shengwei An, Zhuo Zhang, Xiangyu Zhang",0.0,S&P,2022,https://ieeexplore.ieee.org/document/9833688,https://github.com/Gwinhen/MOTH,1,1,2,0,0,0,0,7.0,0.0,-1.0,"NN, DNN",1.0,2.0
269,Model Stealing Attacks Against Inductive Graph Neural Networks,"Yun Shen, Xinlei He, Yufei Han, Yang Zhang",1.0,S&P,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9833607,https://github.com/xinleihe/GNNStealing,1,2,2,0,0,1,1,7.0,1.0,-1.0,GNN,2.0,2.0
270,SoK: How Robust is Image Classification Deep Neural Network Watermarking?,"Nils Lukas, Edward Jiang, Xinda Li, Florian Kerschbaum",0.0,S&P,2022,https://ieeexplore.ieee.org/abstract/document/9833693,https://github.com/dnn-security/Watermark-Robustness-Toolbox,1,2,2,1,1,3,1,7.0,1.0,-1.0,DNN,2.0,2.0
271,WTAGRAPH: Web Tracking and Advertising Detection using Graph Neural Networks,"Zhiju Yang, Weiping Pei, Monchu Chen, Chuan Yue",1.0,S&P,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9833670,https://github.com/jun521ju/IEEE_SP_2022_WtaGraph,1,2,0,0,0,1,1,1.0,1.0,-1.0,GNN,2.0,2.0
272,Automated Attack Synthesis by Extracting Finite State Machines from Protocol Specification Documents,"Maria Pacheco Gonzales, Max von Hippel, Ben Weintraub, Dan Goldwasser, Cristina Nita-Rotaru",0.0,S&P,2022,"https://arxiv.org/abs/2202.09470#:~:text=Automated%20Attack%20Synthesis%20by%20Extracting%20Finite%20State%20Machines%20from%20Protocol%20Specification%20Documents,-Maria%20Leonor%20Pacheco&text=Automated%20attack%20discovery%20techniques%2C%20such,protocols%20operate%20correctly%20and%20securely.",https://github.com/RFCNLP,1,2,1,1,1,3,1,7.0,1.0,-1.0,NLP,2.0,2.0
273,PICCOLO : Exposing Complex Backdoors in NLP Transformer Models,"Yingqi Liu, Guangyu Shen, Guanhong Tao, Shengwei An, Shiqing Ma, Xiangyu Zhang.",0.0,S&P,2022,https://ieeexplore.ieee.org/abstract/document/9833579,https://github.com/PurduePAML/PICCOLO,1,0,1,0,0,0,1,7.0,1.0,-1.0,NLP,1.0,2.0
274,BadCharacters: Imperceptible NLP Attacks ,"Nicholas Boucher, Ilia Shumailov, Ross Anderson, Nicolas Papernot",0.0,S&P,2022,https://ieeexplore.ieee.org/document/9833641,https://github.com/nickboucher/imperceptible,1,2,0,0,0,0,0,7.0,1.0,-1.0,NLP,0.0,2.0
275,Back to the drawing board: A critical evaluation of poisoning attacks on production federated learning,"Virat Shejwalkar, Amir Houmansadr, Peter Kairouz, Daniel Ramage",1.0,S&P,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9833647,https://github.com/vrt1shjwlkr/NDSS21-Model-Poisoning.git,1,1,0,0,1,1,0,7.0,1.0,-1.0,Federated Learning,1.0,2.0
276,On Semantic Patterns of Passwords and their Security Impact,"Rafael Veras, Christopher Collins, Julie Thorpe",0.0,NDSS,2014,https://www.ndss-symposium.org/ndss2014/semantic-patterns-passwords-and-their-security-impact,,0,-1,-1,-1,-1,-1,-1,1.0,0.0,-1.0,NLP,0.0,2.0
277,Authentication Using Pulse-Response Biometrics,"Kasper Bonne Rasmussen, Marc Roeschlin, Ivan Martinovic, Gene Tsudik",0.0,NDSS,2014,https://www.ndss-symposium.org/ndss2014/authentication-using-pulse-response-biometrics,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,SVM,0.0,1.0
278,PlaceAvoider: Steering First-Person Cameras away from Sensitive Spaces,"Robert Templeman, Mohammed Korayem, David J. Crandall, Apu Kapadia",,NDSS,2014,https://www.ndss-symposium.org/ndss2014/placeavoider-steering-first-person-cameras-away-sensitive-spaces,,0,-1,-1,-1,-1,-1,-1,1.0,0.0,2.0,HMM,0.0,1.0
279,Nazca: Detecting Malware Distribution in Large-Scale Networks,"Luca Invernizzi, Stanislav Miskovic, Ruben Torres, Christopher Kruegel, Sabyasachi Saha, Giovanni Vigna, Sung-Ju Lee, Marco Mellia",2.0,NDSS,2014,https://www.ndss-symposium.org/ndss2014/nazca-detecting-malware-distribution-large-scale-networks,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,1.0,Decision Tree,0.0,1.0
280,"Neural Signatures of User-Centered Security: An fMRI Study of Phishing, and Malware Warnings","Ajaya Neupane, Nitesh Saxena, Keya Kuruvilla, Michael Georgescu, Rajesh K. Kana",0.0,NDSS,2014,https://www.ndss-symposium.org/ndss2014/neural-signatures-user-centered-security-fmri-study-phishing-and-malware-warnings,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,1.0,Generic Linear Model,0.0,0.0
281,A Study of Probabilistic Password Models,"Jerry Ma, Weining Yang, Min Luo, Ninghui Li",1.0,S&P,2014,https://doi.org/10.1109/SP.2014.50,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,Markov Model,0.0,2.0
282,Uncovering Large Groups of Active Malicious Accounts in Online Social Networks,"Qiang Cao, Xiaowei Yang, Jieqi Yu, Christopher Palow",2.0,CCS,2014,https://doi.org/10.1145/2660267.2660269,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,"Exact model not listed, explains it is built o Hadoop, Giraph and uses BSP model.",0.0,2.0
283,Consequences of Connectivity: Characterizing Account Hijacking on Twitter,"Kurt Thomas, Frank Li, Chris Grier, Vern Paxson",0.0,CCS,2014,https://doi.org/10.1145/2660267.2660282,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,Logistic Regression,1.0,0.0
284,Wiretapping via Mimicry: Short Voice Imitation Man-in-the-Middle Attacks on Crypto Phones,"Maliheh Shirvanian, Nitesh Saxena",0.0,CCS,2014,https://doi.org/10.1145/2660267.2660274,,0,-1,-1,-1,-1,-1,-1,1.0,1.0,-1.0,"Model not provided, but solution that leverages ML model is provided",0.0,2.0
285,An Epidemiological Study of Malware Encounters in a Large Enterprise,"Ting-Fang Yen, Victor Heorhiadi, Alina Oprea, Michael K. Reiter, Ari Juels",1.0,CCS,2014,https://doi.org/10.1145/2660267.2660330,,0,-1,-1,-1,-1,-1,-1,1.0,1.0,-1.0,Logistic Regression,0.0,2.0
286,Tracking Mobile Web Users Through Motion Sensors: Attacks and Defenses,"Anupam Das, Nikita Borisov, Matthew Caesar",0.0,NDSS,2016,https://www.ndss-symposium.org/wp-content/uploads/2017/09/tracking-mobile-web-users-through-motion-sensors-attacks-defenses.pdf,,0,-1,-1,-1,-1,-1,-1,3.0,0.0,0.0,"SupportVectorMachine(SVM),Naive-Bayesclassifier,MulticlassDecisionTree,k-NearestNeighbor(k-NN),Quadratic DiscriminantAnalysisclassifierandBaggedDecisionTrees",0.0,2.0
287,Free for All! Assessing User Data Exposure to Advertising Libraries on Android,"Soteris Demetriou, Whitney Merrill, Wei Yang, Aston Zhang, Carl A. Gunter",0.0,NDSS,2016,https://www.ndss-symposium.org/wp-content/uploads/2017/09/free-for-all-assessing-user-data-exposure-advertising-libraries-android.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,"K-NearestNeighbors(KNN),RandomForests,andSVM",2.0,2.0
288,discovRE: Efficient Cross-Architecture Identification of Bugs in Binary Code,"Sebastian Eschweiler, Khaled Yakdan, Elmar Gerhards-Padilla",1.0,NDSS,2016,https://www.ndss-symposium.org/wp-content/uploads/2017/09/discovre-efficient-cross-architecture-identification-bugs-binary-code.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,kNN,0.0,0.0
289,Whos in Control of Your Control System? Device Fingerprinting for Cyber-Physical Systems,"David Formby, Preethi Srinivasan, Andrew M. Leonard, Jonathan D. Rogers, Raheem A. Beyah",0.0,NDSS,2016,https://www.ndss-symposium.org/wp-content/uploads/2017/09/who-control-your-control-system-device-fingerprinting-cyber-physical-systems.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,1.0,"feedforwardartificial neuralnetwork(FF-ANN), bayes classifier",2.0,2.0
290,Website Fingerprinting at Internet Scale,"Andriy Panchenko, Fabian Lanze, Jan Pennekamp, Thomas Engel, Andreas Zinnen, Martin Henze, Klaus Wehrle",0.0,NDSS,2016,https://www.freehaven.net/anonbib/cache/fingerprinting-ndss2016.pdf,,0,-1,-1,-1,-1,-1,-1,6.0,0.0,2.0,SVM,2.0,2.0
291,Extract Me If You Can: Abusing PDF Parsers in Malware Detectors,"Curtis Carmony, Xunchao Hu, Heng Yin, Abhishek Vasisht Bhaskar, Mu Zhang",1.0,NDSS,2016,https://www.ndss-symposium.org/wp-content/uploads/2017/09/extract-me-if-you-can-abusing-pdf-parsers-malware-detectors.pdf,,0,-1,-1,-1,-1,-1,-1,1.0,0.0,-1.0,SVM,1.0,2.0
292,VISIBLE: Video-Assisted Keystroke Inference from Tablet Backside Motion,"Jingchao Sun, Xiaocong Jin, Yimin Chen, Jinxue Zhang, Yanchao Zhang, Rui Zhang",0.0,NDSS,2016,https://www.ndss-symposium.org/wp-content/uploads/2017/09/visible-video-assisted-keystroke-inference-tablet-backside-motion.pdf,,0,-1,-1,-1,-1,-1,-1,1.0,0.0,-1.0,SVM,0.0,2.0
293,Cloak of Visibility: Detecting When Machines Browse a Different Web,"Luca Invernizzi, Kurt Thomas, Alexandros Kapravelos, Oxana Comanescu, Jean Michel Picod, Elie Bursztein",2.0,S&P,2016,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7546533,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,1.0,Extremely Randomized Trees,0.0,2.0
